|dates|Humphreys_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Humphreys_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Humphreys_Tennessee_UnitedStates.Male_Total_Population.data|Humphreys_Tennessee_UnitedStates.Male_Total_Population.missing|Humphreys_Tennessee_UnitedStates.Female_Total_Population.data|Humphreys_Tennessee_UnitedStates.Female_Total_Population.missing|Humphreys_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Humphreys_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3700.0|0|9196.0|0|9290.0|0|3979.0|0
