|dates|Bartholomew_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bartholomew_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bartholomew_Indiana_UnitedStates.Male_Total_Population.data|Bartholomew_Indiana_UnitedStates.Male_Total_Population.missing|Bartholomew_Indiana_UnitedStates.Female_Total_Population.data|Bartholomew_Indiana_UnitedStates.Female_Total_Population.missing|Bartholomew_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Bartholomew_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|13487.0|0|41627.0|0|41126.0|0|19689.0|0
