|dates|Grady_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Grady_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Grady_Georgia_UnitedStates.Male_Total_Population.data|Grady_Georgia_UnitedStates.Male_Total_Population.missing|Grady_Georgia_UnitedStates.Female_Total_Population.data|Grady_Georgia_UnitedStates.Female_Total_Population.missing|Grady_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Grady_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4512.0|0|11931.0|0|12817.0|0|6137.0|0
