|dates|McDowell_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|McDowell_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|McDowell_NorthCarolina_UnitedStates.Male_Total_Population.data|McDowell_NorthCarolina_UnitedStates.Male_Total_Population.missing|McDowell_NorthCarolina_UnitedStates.Female_Total_Population.data|McDowell_NorthCarolina_UnitedStates.Female_Total_Population.missing|McDowell_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|McDowell_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9317.0|0|22711.0|0|22796.0|0|9164.0|0
