|dates|SanJuan_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.data|SanJuan_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|SanJuan_Utah_UnitedStates.Male_Total_Population.data|SanJuan_Utah_UnitedStates.Male_Total_Population.missing|SanJuan_Utah_UnitedStates.Female_Total_Population.data|SanJuan_Utah_UnitedStates.Female_Total_Population.missing|SanJuan_Utah_UnitedStates.MaleAndFemale_Under18_Population.data|SanJuan_Utah_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2187.0|0|7726.0|0|7723.0|0|4719.0|0
