|dates|Berks_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Berks_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Berks_Pennsylvania_UnitedStates.Male_Total_Population.data|Berks_Pennsylvania_UnitedStates.Male_Total_Population.missing|Berks_Pennsylvania_UnitedStates.Female_Total_Population.data|Berks_Pennsylvania_UnitedStates.Female_Total_Population.missing|Berks_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Berks_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|72352.0|0|206740.0|0|213412.0|0|93834.0|0
