|dates|Creek_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Creek_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Creek_Oklahoma_UnitedStates.Male_Total_Population.data|Creek_Oklahoma_UnitedStates.Male_Total_Population.missing|Creek_Oklahoma_UnitedStates.Female_Total_Population.data|Creek_Oklahoma_UnitedStates.Female_Total_Population.missing|Creek_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Creek_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|12638.0|0|35428.0|0|36176.0|0|17201.0|0
