|dates|Brunswick_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Brunswick_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Brunswick_NorthCarolina_UnitedStates.Male_Total_Population.data|Brunswick_NorthCarolina_UnitedStates.Male_Total_Population.missing|Brunswick_NorthCarolina_UnitedStates.Female_Total_Population.data|Brunswick_NorthCarolina_UnitedStates.Female_Total_Population.missing|Brunswick_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Brunswick_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|43070.0|0|65301.0|0|71443.0|0|20873.0|0
