|dates|Alpine_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Alpine_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Alpine_California_UnitedStates.Male_Total_Population.data|Alpine_California_UnitedStates.Male_Total_Population.missing|Alpine_California_UnitedStates.Female_Total_Population.data|Alpine_California_UnitedStates.Female_Total_Population.missing|Alpine_California_UnitedStates.MaleAndFemale_Under18_Population.data|Alpine_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|280.0|0|588.0|0|513.0|0|193.0|0
