|dates|Wyoming_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wyoming_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wyoming_NewYork_UnitedStates.Male_Total_Population.data|Wyoming_NewYork_UnitedStates.Male_Total_Population.missing|Wyoming_NewYork_UnitedStates.Female_Total_Population.data|Wyoming_NewYork_UnitedStates.Female_Total_Population.missing|Wyoming_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Wyoming_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7188.0|0|21705.0|0|18380.0|0|7575.0|0
