|dates|Greenwood_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Greenwood_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Greenwood_SouthCarolina_UnitedStates.Male_Total_Population.data|Greenwood_SouthCarolina_UnitedStates.Male_Total_Population.missing|Greenwood_SouthCarolina_UnitedStates.Female_Total_Population.data|Greenwood_SouthCarolina_UnitedStates.Female_Total_Population.missing|Greenwood_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Greenwood_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|13095.0|0|32949.0|0|37792.0|0|15969.0|0
