|dates|Hickman_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hickman_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hickman_Tennessee_UnitedStates.Male_Total_Population.data|Hickman_Tennessee_UnitedStates.Male_Total_Population.missing|Hickman_Tennessee_UnitedStates.Female_Total_Population.data|Hickman_Tennessee_UnitedStates.Female_Total_Population.missing|Hickman_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Hickman_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4401.0|0|13172.0|0|11891.0|0|5204.0|0
