|dates|Cross_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cross_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cross_Arkansas_UnitedStates.Male_Total_Population.data|Cross_Arkansas_UnitedStates.Male_Total_Population.missing|Cross_Arkansas_UnitedStates.Female_Total_Population.data|Cross_Arkansas_UnitedStates.Female_Total_Population.missing|Cross_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Cross_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3130.0|0|8044.0|0|8632.0|0|3906.0|0
