|dates|Bond_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bond_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bond_Illinois_UnitedStates.Male_Total_Population.data|Bond_Illinois_UnitedStates.Male_Total_Population.missing|Bond_Illinois_UnitedStates.Female_Total_Population.data|Bond_Illinois_UnitedStates.Female_Total_Population.missing|Bond_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Bond_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3086.0|0|8645.0|0|7985.0|0|3234.0|0
