|dates|Onondaga_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Onondaga_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Onondaga_NewYork_UnitedStates.Male_Total_Population.data|Onondaga_NewYork_UnitedStates.Male_Total_Population.missing|Onondaga_NewYork_UnitedStates.Female_Total_Population.data|Onondaga_NewYork_UnitedStates.Female_Total_Population.missing|Onondaga_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Onondaga_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|78635.0|0|222674.0|0|239135.0|0|98024.0|0
