|dates|Kenosha_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Kenosha_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Kenosha_Wisconsin_UnitedStates.Male_Total_Population.data|Kenosha_Wisconsin_UnitedStates.Male_Total_Population.missing|Kenosha_Wisconsin_UnitedStates.Female_Total_Population.data|Kenosha_Wisconsin_UnitedStates.Female_Total_Population.missing|Kenosha_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Kenosha_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|23925.0|0|83836.0|0|85454.0|0|38674.0|0
