|dates|Hampshire_Massachusetts_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hampshire_Massachusetts_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hampshire_Massachusetts_UnitedStates.Male_Total_Population.data|Hampshire_Massachusetts_UnitedStates.Male_Total_Population.missing|Hampshire_Massachusetts_UnitedStates.Female_Total_Population.data|Hampshire_Massachusetts_UnitedStates.Female_Total_Population.missing|Hampshire_Massachusetts_UnitedStates.MaleAndFemale_Under18_Population.data|Hampshire_Massachusetts_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|27808.0|0|75345.0|0|86010.0|0|23689.0|0
