|dates|Union_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Union_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Union_SouthDakota_UnitedStates.Male_Total_Population.data|Union_SouthDakota_UnitedStates.Male_Total_Population.missing|Union_SouthDakota_UnitedStates.Female_Total_Population.data|Union_SouthDakota_UnitedStates.Female_Total_Population.missing|Union_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Union_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2832.0|0|7874.0|0|7745.0|0|3779.0|0
