|dates|Albany_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Albany_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Albany_NewYork_UnitedStates.Male_Total_Population.data|Albany_NewYork_UnitedStates.Male_Total_Population.missing|Albany_NewYork_UnitedStates.Female_Total_Population.data|Albany_NewYork_UnitedStates.Female_Total_Population.missing|Albany_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Albany_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|52073.0|0|148733.0|0|158384.0|0|56359.0|0
