|dates|Duval_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Duval_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Duval_Texas_UnitedStates.Male_Total_Population.data|Duval_Texas_UnitedStates.Male_Total_Population.missing|Duval_Texas_UnitedStates.Female_Total_Population.data|Duval_Texas_UnitedStates.Female_Total_Population.missing|Duval_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Duval_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2011.0|0|5780.0|0|5432.0|0|2787.0|0
