|dates|Fayette_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Fayette_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Fayette_Ohio_UnitedStates.Male_Total_Population.data|Fayette_Ohio_UnitedStates.Male_Total_Population.missing|Fayette_Ohio_UnitedStates.Female_Total_Population.data|Fayette_Ohio_UnitedStates.Female_Total_Population.missing|Fayette_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Fayette_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5091.0|0|14095.0|0|14571.0|0|6693.0|0
