|dates|Edwards_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Edwards_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Edwards_Kansas_UnitedStates.Male_Total_Population.data|Edwards_Kansas_UnitedStates.Male_Total_Population.missing|Edwards_Kansas_UnitedStates.Female_Total_Population.data|Edwards_Kansas_UnitedStates.Female_Total_Population.missing|Edwards_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Edwards_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|606.0|0|1449.0|0|1400.0|0|665.0|0
