|dates|Cumberland_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cumberland_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cumberland_Illinois_UnitedStates.Male_Total_Population.data|Cumberland_Illinois_UnitedStates.Male_Total_Population.missing|Cumberland_Illinois_UnitedStates.Female_Total_Population.data|Cumberland_Illinois_UnitedStates.Female_Total_Population.missing|Cumberland_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Cumberland_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2117.0|0|5376.0|0|5432.0|0|2396.0|0
