|dates|Cook_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cook_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cook_Georgia_UnitedStates.Male_Total_Population.data|Cook_Georgia_UnitedStates.Male_Total_Population.missing|Cook_Georgia_UnitedStates.Female_Total_Population.data|Cook_Georgia_UnitedStates.Female_Total_Population.missing|Cook_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Cook_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2839.0|0|8268.0|0|8894.0|0|4301.0|0
