|dates|Kearney_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Kearney_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Kearney_Nebraska_UnitedStates.Male_Total_Population.data|Kearney_Nebraska_UnitedStates.Male_Total_Population.missing|Kearney_Nebraska_UnitedStates.Female_Total_Population.data|Kearney_Nebraska_UnitedStates.Female_Total_Population.missing|Kearney_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Kearney_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1281.0|0|3264.0|0|3280.0|0|1611.0|0
