|dates|Rowan_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Rowan_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Rowan_Kentucky_UnitedStates.Male_Total_Population.data|Rowan_Kentucky_UnitedStates.Male_Total_Population.missing|Rowan_Kentucky_UnitedStates.Female_Total_Population.data|Rowan_Kentucky_UnitedStates.Female_Total_Population.missing|Rowan_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Rowan_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3449.0|0|11905.0|0|12678.0|0|4762.0|0
