|dates|Harding_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Harding_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Harding_SouthDakota_UnitedStates.Male_Total_Population.data|Harding_SouthDakota_UnitedStates.Male_Total_Population.missing|Harding_SouthDakota_UnitedStates.Female_Total_Population.data|Harding_SouthDakota_UnitedStates.Female_Total_Population.missing|Harding_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Harding_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|222.0|0|657.0|0|592.0|0|290.0|0
