|dates|Polk_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Polk_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Polk_Nebraska_UnitedStates.Male_Total_Population.data|Polk_Nebraska_UnitedStates.Male_Total_Population.missing|Polk_Nebraska_UnitedStates.Female_Total_Population.data|Polk_Nebraska_UnitedStates.Female_Total_Population.missing|Polk_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Polk_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1208.0|0|2605.0|0|2673.0|0|1195.0|0
