|dates|Wilson_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wilson_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wilson_Tennessee_UnitedStates.Male_Total_Population.data|Wilson_Tennessee_UnitedStates.Male_Total_Population.missing|Wilson_Tennessee_UnitedStates.Female_Total_Population.data|Wilson_Tennessee_UnitedStates.Female_Total_Population.missing|Wilson_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Wilson_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|22065.0|0|69171.0|0|71454.0|0|33332.0|0
