|dates|Thomas_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Thomas_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Thomas_Kansas_UnitedStates.Male_Total_Population.data|Thomas_Kansas_UnitedStates.Male_Total_Population.missing|Thomas_Kansas_UnitedStates.Female_Total_Population.data|Thomas_Kansas_UnitedStates.Female_Total_Population.missing|Thomas_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Thomas_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1362.0|0|3775.0|0|3936.0|0|1802.0|0
