|dates|Butler_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Butler_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Butler_Pennsylvania_UnitedStates.Male_Total_Population.data|Butler_Pennsylvania_UnitedStates.Male_Total_Population.missing|Butler_Pennsylvania_UnitedStates.Female_Total_Population.data|Butler_Pennsylvania_UnitedStates.Female_Total_Population.missing|Butler_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Butler_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|35341.0|0|93117.0|0|94771.0|0|37514.0|0
