|dates|Newton_Indiana_UnitedStates.AveragePrecipitationTotal.data|Newton_Indiana_UnitedStates.AveragePrecipitationTotal.missing|Newton_Indiana_UnitedStates.AveragePrecipitation.data|Newton_Indiana_UnitedStates.AveragePrecipitation.missing|Newton_Indiana_UnitedStates.AverageWindDirection.data|Newton_Indiana_UnitedStates.AverageWindDirection.missing|Newton_Indiana_UnitedStates.AverageWindSpeed.data|Newton_Indiana_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|204.16666666666666|0|12.489583333333334|0
0|2020-01-02|0.0|0|0.0|0|191.35416666666666|0|12.807291666666666|0
0|2020-01-03|0.0|0|0.0|0|228.02083333333334|0|3.4791666666666665|0
0|2020-01-04|0.0|0|0.0|0|285.2083333333333|0|8.75|0
0|2020-01-05|0.0|0|0.0|0|229.27083333333334|0|14.3125|0
0|2020-01-06|0.0|0|0.0|0|222.70833333333334|0|6.552083333333333|0
0|2020-01-07|0.0|0|0.0|0|171.77083333333334|0|7.71875|0
0|2020-01-08|0.0|0|0.0|0|179.79166666666666|0|9.03125|0
0|2020-01-09|0.0|0|0.0|0|157.39583333333334|0|18.208333333333332|0
0|2020-01-10|0.0|0|0.016875000000000005|0|146.77083333333334|0|8.28125|0
0|2020-01-11|0.0|0|0.033854166666666644|0|278.125|0|15.057291666666666|0
0|2020-01-12|0.0|0|0.0|0|170.0|0|5.375|0
0|2020-01-13|0.0|0|0.0|0|180.20833333333334|0|7.572916666666667|0
0|2020-01-14|0.0|0|0.0|0|186.875|0|7.697916666666667|0
0|2020-01-15|0.0|0|0.0|0|168.85416666666666|0|9.015625|0
0|2020-01-16|0.0|0|0.0|0|250.3125|0|10.635416666666666|0
0|2020-01-17|0.0|0|0.0|0|92.55208333333333|0|13.364583333333334|0
0|2020-01-18|0.0|0|0.013750000000000004|0|217.8125|0|19.947916666666668|0
0|2020-01-19|0.0|0|0.0|0|269.5833333333333|0|15.479166666666666|0
0|2020-01-20|0.0|0|0.0|0|135.3125|0|2.46875|0
0|2020-01-21|0.0|0|0.0|0|151.25|0|3.90625|0
0|2020-01-22|0.0|0|0.0|0|167.70833333333334|0|9.536458333333334|0
0|2020-01-23|0.0|0|0.0|0|126.97916666666667|0|7.177083333333333|0
0|2020-01-24|0.0|0|0.0007291666666666667|0|121.77083333333333|0|5.625|0
0|2020-01-25|0.0|0|0.0|0|238.54166666666666|0|12.520833333333334|0
0|2020-01-26|0.0|0|0.0|0|252.29166666666666|0|9.760416666666666|0
0|2020-01-27|0.0|0|0.0|0|255.52083333333334|0|5.583333333333333|0
0|2020-01-28|0.0|0|0.0|0|199.375|0|3.3645833333333335|0
0|2020-01-29|0.0|0|0.0|0|23.645833333333332|0|2.1770833333333335|0
0|2020-01-30|0.0|0|0.0|0|54.583333333333336|0|2.0520833333333335|0
0|2020-01-31|0.0|0|0.0|0|92.39583333333333|0|3.875|0
0|2020-02-01|0.0|0|0.0004166666666666667|0|201.5625|0|8.989583333333334|0
0|2020-02-02|0.0|0|0.0|0|232.08333333333334|0|14.947916666666666|0
0|2020-02-03|0.0|0|0.0|0|97.08333333333333|0|3.96875|0
0|2020-02-04|0.0|0|0.0|0|164.6875|0|13.958333333333334|0
0|2020-02-05|0.0|0|0.0|0|34.166666666666664|0|12.630208333333334|0
0|2020-02-06|0.0|0|0.0|0|115.0|0|9.09375|0
0|2020-02-07|0.0|0|0.0|0|259.6354166666667|0|5.822916666666667|0
0|2020-02-08|0.0|0|0.0|0|164.89583333333334|0|4.369791666666667|0
0|2020-02-09|0.0|0|0.0005208333333333333|0|177.08333333333334|0|9.958333333333334|0
0|2020-02-10|0.0|0|0.0|0|266.4583333333333|0|4.666666666666667|0
0|2020-02-11|0.0|0|0.0|0|223.59375|0|6.619791666666667|0
0|2020-02-12|0.0|0|0.003385416666666667|0|87.91666666666667|0|2.96875|0
0|2020-02-13|0.0|0|0.00020833333333333335|0|249.79166666666666|0|8.848958333333334|0
0|2020-02-14|0.0|0|0.0|0|171.40625|0|4.46875|0
0|2020-02-15|0.0|0|0.0|0|177.70833333333334|0|11.072916666666666|0
0|2020-02-16|0.0|0|0.0|0|124.375|0|2.9270833333333335|0
0|2020-02-17|0.0|0|0.006770833333333334|0|98.38541666666667|0|8.807291666666666|0
0|2020-02-18|0.0|0|0.0|0|277.3958333333333|0|11.760416666666666|0
0|2020-02-19|0.0|0|0.0|0|200.0|0|5.208333333333333|0
0|2020-02-20|0.0|0|0.0|0|230.72916666666666|0|6.875|0
0|2020-02-21|0.0|0|0.0|0|159.84375|0|8.776041666666666|0
0|2020-02-22|0.0|0|0.0|0|204.0625|0|11.9375|0
0|2020-02-23|0.0|0|0.0|0|206.14583333333334|0|10.78125|0
0|2020-02-24|0.0|0|0.006250000000000002|0|69.47916666666667|0|6.010416666666667|0
0|2020-02-25|0.0|0|0.0015624999999999999|0|106.45833333333333|0|13.5|0
0|2020-02-26|0.0|0|0.0|0|252.60416666666666|0|12.078125|0
0|2020-02-27|0.0|0|0.0|0|245.52083333333334|0|8.0625|0
0|2020-02-28|0.0|0|0.0|0|268.9583333333333|0|7.213541666666667|0
0|2020-02-29|0.0|0|0.0|0|217.1875|0|6.71875|0
0|2020-03-01|0.0|0|0.0|0|181.35416666666666|0|11.447916666666666|0
0|2020-03-02|0.0|0|0.006250000000000001|0|212.29166666666666|0|7.635416666666667|0
0|2020-03-03|0.0|0|0.0|0|221.14583333333334|0|10.75|0
0|2020-03-04|0.0|0|0.0|0|151.25|0|4.572916666666667|0
0|2020-03-05|0.0|0|0.0|0|192.5|0|12.135416666666666|0
0|2020-03-06|0.0|0|0.0|0|240.10416666666666|0|11.34375|0
0|2020-03-07|0.0|0|0.0|0|105.9375|0|5.895833333333333|0
0|2020-03-08|0.0|0|0.0|0|184.27083333333334|0|14.53125|0
0|2020-03-09|0.0|0|0.004583333333333335|0|188.02083333333334|0|18.822916666666668|0
0|2020-03-10|0.0|0|0.006666666666666667|0|183.54166666666666|0|6.447916666666667|0
0|2020-03-11|0.0|0|0.0|0|94.0625|0|2.2916666666666665|0
0|2020-03-12|0.0|0|0.0|0|142.70833333333334|0|7.510416666666667|0
0|2020-03-13|0.0|0|0.0|0|234.16666666666666|0|12.427083333333334|0
0|2020-03-14|0.0|0|0.0007291666666666667|0|62.5|0|5.958333333333333|0
0|2020-03-15|0.0|0|0.0|0|83.125|0|6.6875|0
0|2020-03-16|0.0|0|0.0|0|121.14583333333333|0|3.8020833333333335|0
0|2020-03-17|0.0|0|0.0|0|211.30208333333334|0|6.015625|0
0|2020-03-18|0.0|0|0.009531250000000002|0|99.94791666666667|0|8.473958333333334|0
0|2020-03-19|0.0|0|0.008750000000000003|0|133.28125|0|12.104166666666666|0
0|2020-03-20|0.0|0|0.0|0|251.77083333333334|0|14.692708333333334|0
0|2020-03-21|0.0|0|0.0|0|58.229166666666664|0|8.166666666666666|0
0|2020-03-22|0.0|0|0.002708333333333334|0|82.8125|0|8.125|0
0|2020-03-23|0.0|0|0.0|0|100.46875|0|1.921875|0
0|2020-03-24|0.0|0|0.0|0|49.21875|0|5.848958333333333|0
0|2020-03-25|0.0|0|0.0|0|124.53125|0|5.526041666666667|0
0|2020-03-26|0.0|0|0.015520833333333336|0|159.79166666666666|0|7.177083333333333|0
0|2020-03-27|0.0|0|0.0|0|74.16666666666667|0|12.041666666666666|0
0|2020-03-28|0.0|0|0.013541666666666665|0|107.70833333333333|0|9.114583333333334|0
0|2020-03-29|0.0|0|0.0|0|240.41666666666666|0|19.65625|0
0|2020-03-30|0.0|0|0.0|0|204.27083333333334|0|11.552083333333334|0
0|2020-03-31|0.0|0|0.0|0|211.875|0|8.15625|0
0|2020-04-01|0.0|0|0.0|0|256.1458333333333|0|6.3125|0
0|2020-04-02|0.0|0|0.0|0|37.65625|0|1.5885416666666667|0
