|dates|Madera_California_UnitedStates.BLS_EmployedPopulation.data|Madera_California_UnitedStates.BLS_EmployedPopulation.missing|Madera_California_UnitedStates.BLS_UnemployedPopulation.data|Madera_California_UnitedStates.BLS_UnemployedPopulation.missing|Madera_California_UnitedStates.BLS_UnemploymentRate.data|Madera_California_UnitedStates.BLS_UnemploymentRate.missing|Madera_California_UnitedStates.BLS_LaborForcePopulation.data|Madera_California_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|58153.0|0|5163.5|0|8.155062266549793|0|63316.5|0
0|2020-01-02|58153.0|0|5163.5|0|8.155062266549793|0|63316.5|0
0|2020-01-03|58153.0|0|5163.5|0|8.155062266549793|0|63316.5|0
0|2020-01-04|58153.0|0|5163.5|0|8.155062266549793|0|63316.5|0
0|2020-01-05|58153.0|0|5163.5|0|8.155062266549793|0|63316.5|0
0|2020-01-06|58153.0|0|5163.5|0|8.155062266549793|0|63316.5|0
0|2020-01-07|58153.0|0|5163.5|0|8.155062266549793|0|63316.5|0
0|2020-01-08|58153.0|0|5163.5|0|8.155062266549793|0|63316.5|0
0|2020-01-09|58153.0|0|5163.5|0|8.155062266549793|0|63316.5|0
0|2020-01-10|58153.0|0|5163.5|0|8.155062266549793|0|63316.5|0
0|2020-01-11|58153.0|0|5163.5|0|8.155062266549793|0|63316.5|0
0|2020-01-12|58153.0|0|5163.5|0|8.155062266549793|0|63316.5|0
0|2020-01-13|58153.0|0|5163.5|0|8.155062266549793|0|63316.5|0
0|2020-01-14|58153.0|0|5163.5|0|8.155062266549793|0|63316.5|0
0|2020-01-15|58153.0|0|5163.5|0|8.155062266549793|0|63316.5|0
0|2020-01-16|58153.0|0|5163.5|0|8.155062266549793|0|63316.5|0
0|2020-01-17|58153.0|0|5163.5|0|8.155062266549793|0|63316.5|0
0|2020-01-18|58153.0|0|5163.5|0|8.155062266549793|0|63316.5|0
0|2020-01-19|58153.0|0|5163.5|0|8.155062266549793|0|63316.5|0
0|2020-01-20|58153.0|0|5163.5|0|8.155062266549793|0|63316.5|0
0|2020-01-21|58153.0|0|5163.5|0|8.155062266549793|0|63316.5|0
0|2020-01-22|58153.0|0|5163.5|0|8.155062266549793|0|63316.5|0
0|2020-01-23|58153.0|0|5163.5|0|8.155062266549793|0|63316.5|0
0|2020-01-24|58153.0|0|5163.5|0|8.155062266549793|0|63316.5|0
0|2020-01-25|58153.0|0|5163.5|0|8.155062266549793|0|63316.5|0
0|2020-01-26|58153.0|0|5163.5|0|8.155062266549793|0|63316.5|0
0|2020-01-27|58153.0|0|5163.5|0|8.155062266549793|0|63316.5|0
0|2020-01-28|58153.0|0|5163.5|0|8.155062266549793|0|63316.5|0
0|2020-01-29|58153.0|0|5163.5|0|8.155062266549793|0|63316.5|0
0|2020-01-30|58153.0|0|5163.5|0|8.155062266549793|0|63316.5|0
0|2020-01-31|58153.0|0|5163.5|0|8.155062266549793|0|63316.5|0
0|2020-02-01|59018.0|0|5102.5|0|7.957673442970656|0|64120.5|0
0|2020-02-02|59018.0|0|5102.5|0|7.957673442970656|0|64120.5|0
0|2020-02-03|59018.0|0|5102.5|0|7.957673442970656|0|64120.5|0
0|2020-02-04|59018.0|0|5102.5|0|7.957673442970656|0|64120.5|0
0|2020-02-05|59018.0|0|5102.5|0|7.957673442970656|0|64120.5|0
0|2020-02-06|59018.0|0|5102.5|0|7.957673442970656|0|64120.5|0
