|dates|Morton_Kansas_UnitedStates.AveragePrecipitationTotal.data|Morton_Kansas_UnitedStates.AveragePrecipitationTotal.missing|Morton_Kansas_UnitedStates.AveragePrecipitation.data|Morton_Kansas_UnitedStates.AveragePrecipitation.missing|Morton_Kansas_UnitedStates.AverageWindDirection.data|Morton_Kansas_UnitedStates.AverageWindDirection.missing|Morton_Kansas_UnitedStates.AverageWindSpeed.data|Morton_Kansas_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|13|0.0|13|194.47916666666666|0|7.822916666666667|0
