|dates|Jessamine_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jessamine_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jessamine_Kentucky_UnitedStates.Male_Total_Population.data|Jessamine_Kentucky_UnitedStates.Male_Total_Population.missing|Jessamine_Kentucky_UnitedStates.Female_Total_Population.data|Jessamine_Kentucky_UnitedStates.Female_Total_Population.missing|Jessamine_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Jessamine_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8087.0|0|26281.0|0|27639.0|0|12999.0|0
