|dates|Butte_California_UnitedStates.BLS_EmployedPopulation.data|Butte_California_UnitedStates.BLS_EmployedPopulation.missing|Butte_California_UnitedStates.BLS_UnemployedPopulation.data|Butte_California_UnitedStates.BLS_UnemployedPopulation.missing|Butte_California_UnitedStates.BLS_UnemploymentRate.data|Butte_California_UnitedStates.BLS_UnemploymentRate.missing|Butte_California_UnitedStates.BLS_LaborForcePopulation.data|Butte_California_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|91608.5|0|5442.0|0|5.607389967078995|0|97050.5|0
0|2020-01-02|91608.5|0|5442.0|0|5.607389967078995|0|97050.5|0
0|2020-01-03|91608.5|0|5442.0|0|5.607389967078995|0|97050.5|0
0|2020-01-04|91608.5|0|5442.0|0|5.607389967078995|0|97050.5|0
0|2020-01-05|91608.5|0|5442.0|0|5.607389967078995|0|97050.5|0
0|2020-01-06|91608.5|0|5442.0|0|5.607389967078995|0|97050.5|0
0|2020-01-07|91608.5|0|5442.0|0|5.607389967078995|0|97050.5|0
0|2020-01-08|91608.5|0|5442.0|0|5.607389967078995|0|97050.5|0
0|2020-01-09|91608.5|0|5442.0|0|5.607389967078995|0|97050.5|0
0|2020-01-10|91608.5|0|5442.0|0|5.607389967078995|0|97050.5|0
0|2020-01-11|91608.5|0|5442.0|0|5.607389967078995|0|97050.5|0
0|2020-01-12|91608.5|0|5442.0|0|5.607389967078995|0|97050.5|0
0|2020-01-13|91608.5|0|5442.0|0|5.607389967078995|0|97050.5|0
0|2020-01-14|91608.5|0|5442.0|0|5.607389967078995|0|97050.5|0
0|2020-01-15|91608.5|0|5442.0|0|5.607389967078995|0|97050.5|0
0|2020-01-16|91608.5|0|5442.0|0|5.607389967078995|0|97050.5|0
0|2020-01-17|91608.5|0|5442.0|0|5.607389967078995|0|97050.5|0
0|2020-01-18|91608.5|0|5442.0|0|5.607389967078995|0|97050.5|0
0|2020-01-19|91608.5|0|5442.0|0|5.607389967078995|0|97050.5|0
0|2020-01-20|91608.5|0|5442.0|0|5.607389967078995|0|97050.5|0
0|2020-01-21|91608.5|0|5442.0|0|5.607389967078995|0|97050.5|0
0|2020-01-22|91608.5|0|5442.0|0|5.607389967078995|0|97050.5|0
0|2020-01-23|91608.5|0|5442.0|0|5.607389967078995|0|97050.5|0
0|2020-01-24|91608.5|0|5442.0|0|5.607389967078995|0|97050.5|0
0|2020-01-25|91608.5|0|5442.0|0|5.607389967078995|0|97050.5|0
0|2020-01-26|91608.5|0|5442.0|0|5.607389967078995|0|97050.5|0
0|2020-01-27|91608.5|0|5442.0|0|5.607389967078995|0|97050.5|0
0|2020-01-28|91608.5|0|5442.0|0|5.607389967078995|0|97050.5|0
0|2020-01-29|91608.5|0|5442.0|0|5.607389967078995|0|97050.5|0
0|2020-01-30|91608.5|0|5442.0|0|5.607389967078995|0|97050.5|0
0|2020-01-31|91608.5|0|5442.0|0|5.607389967078995|0|97050.5|0
0|2020-02-01|92476.0|0|5275.5|0|5.3968481302077205|0|97751.5|0
0|2020-02-02|92476.0|0|5275.5|0|5.3968481302077205|0|97751.5|0
0|2020-02-03|92476.0|0|5275.5|0|5.3968481302077205|0|97751.5|0
0|2020-02-04|92476.0|0|5275.5|0|5.3968481302077205|0|97751.5|0
0|2020-02-05|92476.0|0|5275.5|0|5.3968481302077205|0|97751.5|0
0|2020-02-06|92476.0|0|5275.5|0|5.3968481302077205|0|97751.5|0
0|2020-02-07|92476.0|0|5275.5|0|5.3968481302077205|0|97751.5|0
0|2020-02-08|92476.0|0|5275.5|0|5.3968481302077205|0|97751.5|0
0|2020-02-09|92476.0|0|5275.5|0|5.3968481302077205|0|97751.5|0
0|2020-02-10|92476.0|0|5275.5|0|5.3968481302077205|0|97751.5|0
0|2020-02-11|92476.0|0|5275.5|0|5.3968481302077205|0|97751.5|0
0|2020-02-12|92476.0|0|5275.5|0|5.3968481302077205|0|97751.5|0
0|2020-02-13|92476.0|0|5275.5|0|5.3968481302077205|0|97751.5|0
0|2020-02-14|92476.0|0|5275.5|0|5.3968481302077205|0|97751.5|0
0|2020-02-15|92476.0|0|5275.5|0|5.3968481302077205|0|97751.5|0
0|2020-02-16|92476.0|0|5275.5|0|5.3968481302077205|0|97751.5|0
0|2020-02-17|92476.0|0|5275.5|0|5.3968481302077205|0|97751.5|0
0|2020-02-18|92476.0|0|5275.5|0|5.3968481302077205|0|97751.5|0
0|2020-02-19|92476.0|0|5275.5|0|5.3968481302077205|0|97751.5|0
0|2020-02-20|92476.0|0|5275.5|0|5.3968481302077205|0|97751.5|0
0|2020-02-21|92476.0|0|5275.5|0|5.3968481302077205|0|97751.5|0
0|2020-02-22|92476.0|0|5275.5|0|5.3968481302077205|0|97751.5|0
0|2020-02-23|92476.0|0|5275.5|0|5.3968481302077205|0|97751.5|0
0|2020-02-24|92476.0|0|5275.5|0|5.3968481302077205|0|97751.5|0
0|2020-02-25|92476.0|0|5275.5|0|5.3968481302077205|0|97751.5|0
0|2020-02-26|92476.0|0|5275.5|0|5.3968481302077205|0|97751.5|0
0|2020-02-27|92476.0|0|5275.5|0|5.3968481302077205|0|97751.5|0
0|2020-02-28|92476.0|0|5275.5|0|5.3968481302077205|0|97751.5|0
0|2020-02-29|92476.0|0|5275.5|0|5.3968481302077205|0|97751.5|0
0|2020-03-01|91988.0|0|6361.5|0|6.468258608330495|0|98349.5|0
0|2020-03-02|91988.0|0|6361.5|0|6.468258608330495|0|98349.5|0
0|2020-03-03|91988.0|0|6361.5|0|6.468258608330495|0|98349.5|0
0|2020-03-04|91988.0|0|6361.5|0|6.468258608330495|0|98349.5|0
0|2020-03-05|91988.0|0|6361.5|0|6.468258608330495|0|98349.5|0
0|2020-03-06|91988.0|0|6361.5|0|6.468258608330495|0|98349.5|0
0|2020-03-07|91988.0|0|6361.5|0|6.468258608330495|0|98349.5|0
0|2020-03-08|91988.0|0|6361.5|0|6.468258608330495|0|98349.5|0
0|2020-03-09|91988.0|0|6361.5|0|6.468258608330495|0|98349.5|0
0|2020-03-10|91988.0|0|6361.5|0|6.468258608330495|0|98349.5|0
0|2020-03-11|91988.0|0|6361.5|0|6.468258608330495|0|98349.5|0
0|2020-03-12|91988.0|0|6361.5|0|6.468258608330495|0|98349.5|0
0|2020-03-13|91988.0|0|6361.5|0|6.468258608330495|0|98349.5|0
0|2020-03-14|91988.0|0|6361.5|0|6.468258608330495|0|98349.5|0
