|dates|Unassigned_Utah_UnitedStates.AveragePrecipitationTotal.data|Unassigned_Utah_UnitedStates.AveragePrecipitationTotal.missing|Unassigned_Utah_UnitedStates.AveragePrecipitation.data|Unassigned_Utah_UnitedStates.AveragePrecipitation.missing|Unassigned_Utah_UnitedStates.AverageWindDirection.data|Unassigned_Utah_UnitedStates.AverageWindDirection.missing|Unassigned_Utah_UnitedStates.AverageWindSpeed.data|Unassigned_Utah_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|100|0.0|100|194.0|0|13.0|0
