|dates|Butler_Kansas_UnitedStates.BLS_EmployedPopulation.data|Butler_Kansas_UnitedStates.BLS_EmployedPopulation.missing|Butler_Kansas_UnitedStates.BLS_UnemployedPopulation.data|Butler_Kansas_UnitedStates.BLS_UnemployedPopulation.missing|Butler_Kansas_UnitedStates.BLS_UnemploymentRate.data|Butler_Kansas_UnitedStates.BLS_UnemploymentRate.missing|Butler_Kansas_UnitedStates.BLS_LaborForcePopulation.data|Butler_Kansas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|31715.0|0|1137.5|0|3.4624457803820103|0|32852.5|0
0|2020-01-02|31715.0|0|1137.5|0|3.4624457803820103|0|32852.5|0
0|2020-01-03|31715.0|0|1137.5|0|3.4624457803820103|0|32852.5|0
0|2020-01-04|31715.0|0|1137.5|0|3.4624457803820103|0|32852.5|0
0|2020-01-05|31715.0|0|1137.5|0|3.4624457803820103|0|32852.5|0
0|2020-01-06|31715.0|0|1137.5|0|3.4624457803820103|0|32852.5|0
0|2020-01-07|31715.0|0|1137.5|0|3.4624457803820103|0|32852.5|0
0|2020-01-08|31715.0|0|1137.5|0|3.4624457803820103|0|32852.5|0
0|2020-01-09|31715.0|0|1137.5|0|3.4624457803820103|0|32852.5|0
0|2020-01-10|31715.0|0|1137.5|0|3.4624457803820103|0|32852.5|0
0|2020-01-11|31715.0|0|1137.5|0|3.4624457803820103|0|32852.5|0
0|2020-01-12|31715.0|0|1137.5|0|3.4624457803820103|0|32852.5|0
0|2020-01-13|31715.0|0|1137.5|0|3.4624457803820103|0|32852.5|0
0|2020-01-14|31715.0|0|1137.5|0|3.4624457803820103|0|32852.5|0
0|2020-01-15|31715.0|0|1137.5|0|3.4624457803820103|0|32852.5|0
0|2020-01-16|31715.0|0|1137.5|0|3.4624457803820103|0|32852.5|0
0|2020-01-17|31715.0|0|1137.5|0|3.4624457803820103|0|32852.5|0
0|2020-01-18|31715.0|0|1137.5|0|3.4624457803820103|0|32852.5|0
0|2020-01-19|31715.0|0|1137.5|0|3.4624457803820103|0|32852.5|0
0|2020-01-20|31715.0|0|1137.5|0|3.4624457803820103|0|32852.5|0
0|2020-01-21|31715.0|0|1137.5|0|3.4624457803820103|0|32852.5|0
0|2020-01-22|31715.0|0|1137.5|0|3.4624457803820103|0|32852.5|0
0|2020-01-23|31715.0|0|1137.5|0|3.4624457803820103|0|32852.5|0
0|2020-01-24|31715.0|0|1137.5|0|3.4624457803820103|0|32852.5|0
0|2020-01-25|31715.0|0|1137.5|0|3.4624457803820103|0|32852.5|0
0|2020-01-26|31715.0|0|1137.5|0|3.4624457803820103|0|32852.5|0
0|2020-01-27|31715.0|0|1137.5|0|3.4624457803820103|0|32852.5|0
0|2020-01-28|31715.0|0|1137.5|0|3.4624457803820103|0|32852.5|0
0|2020-01-29|31715.0|0|1137.5|0|3.4624457803820103|0|32852.5|0
0|2020-01-30|31715.0|0|1137.5|0|3.4624457803820103|0|32852.5|0
0|2020-01-31|31715.0|0|1137.5|0|3.4624457803820103|0|32852.5|0
0|2020-02-01|31964.5|0|1117.0|0|3.3765095294953373|0|33081.5|0
0|2020-02-02|31964.5|0|1117.0|0|3.3765095294953373|0|33081.5|0
0|2020-02-03|31964.5|0|1117.0|0|3.3765095294953373|0|33081.5|0
0|2020-02-04|31964.5|0|1117.0|0|3.3765095294953373|0|33081.5|0
0|2020-02-05|31964.5|0|1117.0|0|3.3765095294953373|0|33081.5|0
0|2020-02-06|31964.5|0|1117.0|0|3.3765095294953373|0|33081.5|0
0|2020-02-07|31964.5|0|1117.0|0|3.3765095294953373|0|33081.5|0
0|2020-02-08|31964.5|0|1117.0|0|3.3765095294953373|0|33081.5|0
0|2020-02-09|31964.5|0|1117.0|0|3.3765095294953373|0|33081.5|0
0|2020-02-10|31964.5|0|1117.0|0|3.3765095294953373|0|33081.5|0
0|2020-02-11|31964.5|0|1117.0|0|3.3765095294953373|0|33081.5|0
0|2020-02-12|31964.5|0|1117.0|0|3.3765095294953373|0|33081.5|0
0|2020-02-13|31964.5|0|1117.0|0|3.3765095294953373|0|33081.5|0
0|2020-02-14|31964.5|0|1117.0|0|3.3765095294953373|0|33081.5|0
0|2020-02-15|31964.5|0|1117.0|0|3.3765095294953373|0|33081.5|0
0|2020-02-16|31964.5|0|1117.0|0|3.3765095294953373|0|33081.5|0
0|2020-02-17|31964.5|0|1117.0|0|3.3765095294953373|0|33081.5|0
0|2020-02-18|31964.5|0|1117.0|0|3.3765095294953373|0|33081.5|0
0|2020-02-19|31964.5|0|1117.0|0|3.3765095294953373|0|33081.5|0
0|2020-02-20|31964.5|0|1117.0|0|3.3765095294953373|0|33081.5|0
0|2020-02-21|31964.5|0|1117.0|0|3.3765095294953373|0|33081.5|0
0|2020-02-22|31964.5|0|1117.0|0|3.3765095294953373|0|33081.5|0
0|2020-02-23|31964.5|0|1117.0|0|3.3765095294953373|0|33081.5|0
0|2020-02-24|31964.5|0|1117.0|0|3.3765095294953373|0|33081.5|0
0|2020-02-25|31964.5|0|1117.0|0|3.3765095294953373|0|33081.5|0
0|2020-02-26|31964.5|0|1117.0|0|3.3765095294953373|0|33081.5|0
0|2020-02-27|31964.5|0|1117.0|0|3.3765095294953373|0|33081.5|0
0|2020-02-28|31964.5|0|1117.0|0|3.3765095294953373|0|33081.5|0
0|2020-02-29|31964.5|0|1117.0|0|3.3765095294953373|0|33081.5|0
0|2020-03-01|31729.0|0|1070.0|0|3.262294582151895|0|32799.0|0
0|2020-03-02|31729.0|0|1070.0|0|3.262294582151895|0|32799.0|0
0|2020-03-03|31729.0|0|1070.0|0|3.262294582151895|0|32799.0|0
0|2020-03-04|31729.0|0|1070.0|0|3.262294582151895|0|32799.0|0
0|2020-03-05|31729.0|0|1070.0|0|3.262294582151895|0|32799.0|0
0|2020-03-06|31729.0|0|1070.0|0|3.262294582151895|0|32799.0|0
0|2020-03-07|31729.0|0|1070.0|0|3.262294582151895|0|32799.0|0
0|2020-03-08|31729.0|0|1070.0|0|3.262294582151895|0|32799.0|0
0|2020-03-09|31729.0|0|1070.0|0|3.262294582151895|0|32799.0|0
0|2020-03-10|31729.0|0|1070.0|0|3.262294582151895|0|32799.0|0
0|2020-03-11|31729.0|0|1070.0|0|3.262294582151895|0|32799.0|0
0|2020-03-12|31729.0|0|1070.0|0|3.262294582151895|0|32799.0|0
0|2020-03-13|31729.0|0|1070.0|0|3.262294582151895|0|32799.0|0
0|2020-03-14|31729.0|0|1070.0|0|3.262294582151895|0|32799.0|0
0|2020-03-15|31729.0|0|1070.0|0|3.262294582151895|0|32799.0|0
0|2020-03-16|31729.0|0|1070.0|0|3.262294582151895|0|32799.0|0
0|2020-03-17|31729.0|0|1070.0|0|3.262294582151895|0|32799.0|0
0|2020-03-18|31729.0|0|1070.0|0|3.262294582151895|0|32799.0|0
0|2020-03-19|31729.0|0|1070.0|0|3.262294582151895|0|32799.0|0
0|2020-03-20|31729.0|0|1070.0|0|3.262294582151895|0|32799.0|0
0|2020-03-21|31729.0|0|1070.0|0|3.262294582151895|0|32799.0|0
0|2020-03-22|31729.0|0|1070.0|0|3.262294582151895|0|32799.0|0
0|2020-03-23|31729.0|0|1070.0|0|3.262294582151895|0|32799.0|0
0|2020-03-24|31729.0|0|1070.0|0|3.262294582151895|0|32799.0|0
0|2020-03-25|31729.0|0|1070.0|0|3.262294582151895|0|32799.0|0
0|2020-03-26|31729.0|0|1070.0|0|3.262294582151895|0|32799.0|0
0|2020-03-27|31729.0|0|1070.0|0|3.262294582151895|0|32799.0|0
0|2020-03-28|31729.0|0|1070.0|0|3.262294582151895|0|32799.0|0
0|2020-03-29|31729.0|0|1070.0|0|3.262294582151895|0|32799.0|0
0|2020-03-30|31729.0|0|1070.0|0|3.262294582151895|0|32799.0|0
0|2020-03-31|31729.0|0|1070.0|0|3.262294582151895|0|32799.0|0
0|2020-04-01|27920.5|0|4927.5|0|15.000913297613248|0|32848.0|0
0|2020-04-02|27920.5|0|4927.5|0|15.000913297613248|0|32848.0|0
0|2020-04-03|27920.5|0|4927.5|0|15.000913297613248|0|32848.0|0
0|2020-04-04|27920.5|0|4927.5|0|15.000913297613248|0|32848.0|0
0|2020-04-05|27920.5|0|4927.5|0|15.000913297613248|0|32848.0|0
0|2020-04-06|27920.5|0|4927.5|0|15.000913297613248|0|32848.0|0
0|2020-04-07|27920.5|0|4927.5|0|15.000913297613248|0|32848.0|0
