|dates|Fairfield_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Fairfield_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Fairfield_Ohio_UnitedStates.Male_Total_Population.data|Fairfield_Ohio_UnitedStates.Male_Total_Population.missing|Fairfield_Ohio_UnitedStates.Female_Total_Population.data|Fairfield_Ohio_UnitedStates.Female_Total_Population.missing|Fairfield_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Fairfield_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|24635.0|0|77509.0|0|78273.0|0|37402.0|0
