|dates|Fayette_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Fayette_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Fayette_Kentucky_UnitedStates.Male_Total_Population.data|Fayette_Kentucky_UnitedStates.Male_Total_Population.missing|Fayette_Kentucky_UnitedStates.Female_Total_Population.data|Fayette_Kentucky_UnitedStates.Female_Total_Population.missing|Fayette_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Fayette_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|43214.0|0|158892.0|0|164888.0|0|67639.0|0
