|dates|Nelson_NorthDakota_UnitedStates.BLS_EmployedPopulation.data|Nelson_NorthDakota_UnitedStates.BLS_EmployedPopulation.missing|Nelson_NorthDakota_UnitedStates.BLS_UnemployedPopulation.data|Nelson_NorthDakota_UnitedStates.BLS_UnemployedPopulation.missing|Nelson_NorthDakota_UnitedStates.BLS_UnemploymentRate.data|Nelson_NorthDakota_UnitedStates.BLS_UnemploymentRate.missing|Nelson_NorthDakota_UnitedStates.BLS_LaborForcePopulation.data|Nelson_NorthDakota_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|1287.5|0|51.0|0|3.8102353380649983|0|1338.5|0
0|2020-01-02|1287.5|0|51.0|0|3.8102353380649983|0|1338.5|0
0|2020-01-03|1287.5|0|51.0|0|3.8102353380649983|0|1338.5|0
0|2020-01-04|1287.5|0|51.0|0|3.8102353380649983|0|1338.5|0
0|2020-01-05|1287.5|0|51.0|0|3.8102353380649983|0|1338.5|0
0|2020-01-06|1287.5|0|51.0|0|3.8102353380649983|0|1338.5|0
0|2020-01-07|1287.5|0|51.0|0|3.8102353380649983|0|1338.5|0
0|2020-01-08|1287.5|0|51.0|0|3.8102353380649983|0|1338.5|0
0|2020-01-09|1287.5|0|51.0|0|3.8102353380649983|0|1338.5|0
0|2020-01-10|1287.5|0|51.0|0|3.8102353380649983|0|1338.5|0
0|2020-01-11|1287.5|0|51.0|0|3.8102353380649983|0|1338.5|0
0|2020-01-12|1287.5|0|51.0|0|3.8102353380649983|0|1338.5|0
0|2020-01-13|1287.5|0|51.0|0|3.8102353380649983|0|1338.5|0
0|2020-01-14|1287.5|0|51.0|0|3.8102353380649983|0|1338.5|0
0|2020-01-15|1287.5|0|51.0|0|3.8102353380649983|0|1338.5|0
0|2020-01-16|1287.5|0|51.0|0|3.8102353380649983|0|1338.5|0
0|2020-01-17|1287.5|0|51.0|0|3.8102353380649983|0|1338.5|0
0|2020-01-18|1287.5|0|51.0|0|3.8102353380649983|0|1338.5|0
0|2020-01-19|1287.5|0|51.0|0|3.8102353380649983|0|1338.5|0
0|2020-01-20|1287.5|0|51.0|0|3.8102353380649983|0|1338.5|0
0|2020-01-21|1287.5|0|51.0|0|3.8102353380649983|0|1338.5|0
0|2020-01-22|1287.5|0|51.0|0|3.8102353380649983|0|1338.5|0
0|2020-01-23|1287.5|0|51.0|0|3.8102353380649983|0|1338.5|0
0|2020-01-24|1287.5|0|51.0|0|3.8102353380649983|0|1338.5|0
0|2020-01-25|1287.5|0|51.0|0|3.8102353380649983|0|1338.5|0
0|2020-01-26|1287.5|0|51.0|0|3.8102353380649983|0|1338.5|0
0|2020-01-27|1287.5|0|51.0|0|3.8102353380649983|0|1338.5|0
0|2020-01-28|1287.5|0|51.0|0|3.8102353380649983|0|1338.5|0
0|2020-01-29|1287.5|0|51.0|0|3.8102353380649983|0|1338.5|0
0|2020-01-30|1287.5|0|51.0|0|3.8102353380649983|0|1338.5|0
0|2020-01-31|1287.5|0|51.0|0|3.8102353380649983|0|1338.5|0
0|2020-02-01|1300.5|0|53.0|0|3.915773919468046|0|1353.5|0
0|2020-02-02|1300.5|0|53.0|0|3.915773919468046|0|1353.5|0
0|2020-02-03|1300.5|0|53.0|0|3.915773919468046|0|1353.5|0
0|2020-02-04|1300.5|0|53.0|0|3.915773919468046|0|1353.5|0
0|2020-02-05|1300.5|0|53.0|0|3.915773919468046|0|1353.5|0
0|2020-02-06|1300.5|0|53.0|0|3.915773919468046|0|1353.5|0
0|2020-02-07|1300.5|0|53.0|0|3.915773919468046|0|1353.5|0
0|2020-02-08|1300.5|0|53.0|0|3.915773919468046|0|1353.5|0
0|2020-02-09|1300.5|0|53.0|0|3.915773919468046|0|1353.5|0
0|2020-02-10|1300.5|0|53.0|0|3.915773919468046|0|1353.5|0
0|2020-02-11|1300.5|0|53.0|0|3.915773919468046|0|1353.5|0
0|2020-02-12|1300.5|0|53.0|0|3.915773919468046|0|1353.5|0
0|2020-02-13|1300.5|0|53.0|0|3.915773919468046|0|1353.5|0
0|2020-02-14|1300.5|0|53.0|0|3.915773919468046|0|1353.5|0
0|2020-02-15|1300.5|0|53.0|0|3.915773919468046|0|1353.5|0
0|2020-02-16|1300.5|0|53.0|0|3.915773919468046|0|1353.5|0
0|2020-02-17|1300.5|0|53.0|0|3.915773919468046|0|1353.5|0
0|2020-02-18|1300.5|0|53.0|0|3.915773919468046|0|1353.5|0
0|2020-02-19|1300.5|0|53.0|0|3.915773919468046|0|1353.5|0
0|2020-02-20|1300.5|0|53.0|0|3.915773919468046|0|1353.5|0
0|2020-02-21|1300.5|0|53.0|0|3.915773919468046|0|1353.5|0
0|2020-02-22|1300.5|0|53.0|0|3.915773919468046|0|1353.5|0
0|2020-02-23|1300.5|0|53.0|0|3.915773919468046|0|1353.5|0
0|2020-02-24|1300.5|0|53.0|0|3.915773919468046|0|1353.5|0
0|2020-02-25|1300.5|0|53.0|0|3.915773919468046|0|1353.5|0
0|2020-02-26|1300.5|0|53.0|0|3.915773919468046|0|1353.5|0
0|2020-02-27|1300.5|0|53.0|0|3.915773919468046|0|1353.5|0
0|2020-02-28|1300.5|0|53.0|0|3.915773919468046|0|1353.5|0
0|2020-02-29|1300.5|0|53.0|0|3.915773919468046|0|1353.5|0
0|2020-03-01|1323.0|0|57.5|0|4.165157551611735|0|1380.5|0
0|2020-03-02|1323.0|0|57.5|0|4.165157551611735|0|1380.5|0
0|2020-03-03|1323.0|0|57.5|0|4.165157551611735|0|1380.5|0
0|2020-03-04|1323.0|0|57.5|0|4.165157551611735|0|1380.5|0
0|2020-03-05|1323.0|0|57.5|0|4.165157551611735|0|1380.5|0
0|2020-03-06|1323.0|0|57.5|0|4.165157551611735|0|1380.5|0
0|2020-03-07|1323.0|0|57.5|0|4.165157551611735|0|1380.5|0
0|2020-03-08|1323.0|0|57.5|0|4.165157551611735|0|1380.5|0
0|2020-03-09|1323.0|0|57.5|0|4.165157551611735|0|1380.5|0
0|2020-03-10|1323.0|0|57.5|0|4.165157551611735|0|1380.5|0
0|2020-03-11|1323.0|0|57.5|0|4.165157551611735|0|1380.5|0
0|2020-03-12|1323.0|0|57.5|0|4.165157551611735|0|1380.5|0
0|2020-03-13|1323.0|0|57.5|0|4.165157551611735|0|1380.5|0
0|2020-03-14|1323.0|0|57.5|0|4.165157551611735|0|1380.5|0
0|2020-03-15|1323.0|0|57.5|0|4.165157551611735|0|1380.5|0
0|2020-03-16|1323.0|0|57.5|0|4.165157551611735|0|1380.5|0
0|2020-03-17|1323.0|0|57.5|0|4.165157551611735|0|1380.5|0
0|2020-03-18|1323.0|0|57.5|0|4.165157551611735|0|1380.5|0
0|2020-03-19|1323.0|0|57.5|0|4.165157551611735|0|1380.5|0
0|2020-03-20|1323.0|0|57.5|0|4.165157551611735|0|1380.5|0
0|2020-03-21|1323.0|0|57.5|0|4.165157551611735|0|1380.5|0
0|2020-03-22|1323.0|0|57.5|0|4.165157551611735|0|1380.5|0
0|2020-03-23|1323.0|0|57.5|0|4.165157551611735|0|1380.5|0
0|2020-03-24|1323.0|0|57.5|0|4.165157551611735|0|1380.5|0
0|2020-03-25|1323.0|0|57.5|0|4.165157551611735|0|1380.5|0
0|2020-03-26|1323.0|0|57.5|0|4.165157551611735|0|1380.5|0
0|2020-03-27|1323.0|0|57.5|0|4.165157551611735|0|1380.5|0
0|2020-03-28|1323.0|0|57.5|0|4.165157551611735|0|1380.5|0
0|2020-03-29|1323.0|0|57.5|0|4.165157551611735|0|1380.5|0
0|2020-03-30|1323.0|0|57.5|0|4.165157551611735|0|1380.5|0
0|2020-03-31|1323.0|0|57.5|0|4.165157551611735|0|1380.5|0
0|2020-04-01|1282.5|0|98.5|0|7.132512671976828|0|1381.0|0
0|2020-04-02|1282.5|0|98.5|0|7.132512671976828|0|1381.0|0
0|2020-04-03|1282.5|0|98.5|0|7.132512671976828|0|1381.0|0
0|2020-04-04|1282.5|0|98.5|0|7.132512671976828|0|1381.0|0
0|2020-04-05|1282.5|0|98.5|0|7.132512671976828|0|1381.0|0
0|2020-04-06|1282.5|0|98.5|0|7.132512671976828|0|1381.0|0
0|2020-04-07|1282.5|0|98.5|0|7.132512671976828|0|1381.0|0
0|2020-04-08|1282.5|0|98.5|0|7.132512671976828|0|1381.0|0
0|2020-04-09|1282.5|0|98.5|0|7.132512671976828|0|1381.0|0
0|2020-04-10|1282.5|0|98.5|0|7.132512671976828|0|1381.0|0
