|dates|OutofIN_Indiana_UnitedStates.AveragePrecipitationTotal.data|OutofIN_Indiana_UnitedStates.AveragePrecipitationTotal.missing|OutofIN_Indiana_UnitedStates.AveragePrecipitation.data|OutofIN_Indiana_UnitedStates.AveragePrecipitation.missing|OutofIN_Indiana_UnitedStates.AverageWindDirection.data|OutofIN_Indiana_UnitedStates.AverageWindDirection.missing|OutofIN_Indiana_UnitedStates.AverageWindSpeed.data|OutofIN_Indiana_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|100|0.0|100|194.0|0|13.0|0
