|dates|Broome_NewYork_UnitedStates.BLS_EmployedPopulation.data|Broome_NewYork_UnitedStates.BLS_EmployedPopulation.missing|Broome_NewYork_UnitedStates.BLS_UnemployedPopulation.data|Broome_NewYork_UnitedStates.BLS_UnemployedPopulation.missing|Broome_NewYork_UnitedStates.BLS_UnemploymentRate.data|Broome_NewYork_UnitedStates.BLS_UnemploymentRate.missing|Broome_NewYork_UnitedStates.BLS_LaborForcePopulation.data|Broome_NewYork_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|78403.5|0|4686.0|0|5.639701767371329|0|83089.5|0
0|2020-01-02|78403.5|0|4686.0|0|5.639701767371329|0|83089.5|0
0|2020-01-03|78403.5|0|4686.0|0|5.639701767371329|0|83089.5|0
0|2020-01-04|78403.5|0|4686.0|0|5.639701767371329|0|83089.5|0
0|2020-01-05|78403.5|0|4686.0|0|5.639701767371329|0|83089.5|0
0|2020-01-06|78403.5|0|4686.0|0|5.639701767371329|0|83089.5|0
0|2020-01-07|78403.5|0|4686.0|0|5.639701767371329|0|83089.5|0
0|2020-01-08|78403.5|0|4686.0|0|5.639701767371329|0|83089.5|0
0|2020-01-09|78403.5|0|4686.0|0|5.639701767371329|0|83089.5|0
0|2020-01-10|78403.5|0|4686.0|0|5.639701767371329|0|83089.5|0
0|2020-01-11|78403.5|0|4686.0|0|5.639701767371329|0|83089.5|0
0|2020-01-12|78403.5|0|4686.0|0|5.639701767371329|0|83089.5|0
0|2020-01-13|78403.5|0|4686.0|0|5.639701767371329|0|83089.5|0
0|2020-01-14|78403.5|0|4686.0|0|5.639701767371329|0|83089.5|0
0|2020-01-15|78403.5|0|4686.0|0|5.639701767371329|0|83089.5|0
0|2020-01-16|78403.5|0|4686.0|0|5.639701767371329|0|83089.5|0
0|2020-01-17|78403.5|0|4686.0|0|5.639701767371329|0|83089.5|0
0|2020-01-18|78403.5|0|4686.0|0|5.639701767371329|0|83089.5|0
0|2020-01-19|78403.5|0|4686.0|0|5.639701767371329|0|83089.5|0
0|2020-01-20|78403.5|0|4686.0|0|5.639701767371329|0|83089.5|0
0|2020-01-21|78403.5|0|4686.0|0|5.639701767371329|0|83089.5|0
0|2020-01-22|78403.5|0|4686.0|0|5.639701767371329|0|83089.5|0
0|2020-01-23|78403.5|0|4686.0|0|5.639701767371329|0|83089.5|0
0|2020-01-24|78403.5|0|4686.0|0|5.639701767371329|0|83089.5|0
0|2020-01-25|78403.5|0|4686.0|0|5.639701767371329|0|83089.5|0
0|2020-01-26|78403.5|0|4686.0|0|5.639701767371329|0|83089.5|0
0|2020-01-27|78403.5|0|4686.0|0|5.639701767371329|0|83089.5|0
0|2020-01-28|78403.5|0|4686.0|0|5.639701767371329|0|83089.5|0
0|2020-01-29|78403.5|0|4686.0|0|5.639701767371329|0|83089.5|0
0|2020-01-30|78403.5|0|4686.0|0|5.639701767371329|0|83089.5|0
0|2020-01-31|78403.5|0|4686.0|0|5.639701767371329|0|83089.5|0
0|2020-02-01|78700.5|0|4574.5|0|5.493245271690183|0|83275.0|0
0|2020-02-02|78700.5|0|4574.5|0|5.493245271690183|0|83275.0|0
0|2020-02-03|78700.5|0|4574.5|0|5.493245271690183|0|83275.0|0
0|2020-02-04|78700.5|0|4574.5|0|5.493245271690183|0|83275.0|0
0|2020-02-05|78700.5|0|4574.5|0|5.493245271690183|0|83275.0|0
0|2020-02-06|78700.5|0|4574.5|0|5.493245271690183|0|83275.0|0
0|2020-02-07|78700.5|0|4574.5|0|5.493245271690183|0|83275.0|0
0|2020-02-08|78700.5|0|4574.5|0|5.493245271690183|0|83275.0|0
0|2020-02-09|78700.5|0|4574.5|0|5.493245271690183|0|83275.0|0
0|2020-02-10|78700.5|0|4574.5|0|5.493245271690183|0|83275.0|0
0|2020-02-11|78700.5|0|4574.5|0|5.493245271690183|0|83275.0|0
0|2020-02-12|78700.5|0|4574.5|0|5.493245271690183|0|83275.0|0
0|2020-02-13|78700.5|0|4574.5|0|5.493245271690183|0|83275.0|0
0|2020-02-14|78700.5|0|4574.5|0|5.493245271690183|0|83275.0|0
0|2020-02-15|78700.5|0|4574.5|0|5.493245271690183|0|83275.0|0
0|2020-02-16|78700.5|0|4574.5|0|5.493245271690183|0|83275.0|0
0|2020-02-17|78700.5|0|4574.5|0|5.493245271690183|0|83275.0|0
0|2020-02-18|78700.5|0|4574.5|0|5.493245271690183|0|83275.0|0
0|2020-02-19|78700.5|0|4574.5|0|5.493245271690183|0|83275.0|0
0|2020-02-20|78700.5|0|4574.5|0|5.493245271690183|0|83275.0|0
0|2020-02-21|78700.5|0|4574.5|0|5.493245271690183|0|83275.0|0
0|2020-02-22|78700.5|0|4574.5|0|5.493245271690183|0|83275.0|0
0|2020-02-23|78700.5|0|4574.5|0|5.493245271690183|0|83275.0|0
0|2020-02-24|78700.5|0|4574.5|0|5.493245271690183|0|83275.0|0
0|2020-02-25|78700.5|0|4574.5|0|5.493245271690183|0|83275.0|0
0|2020-02-26|78700.5|0|4574.5|0|5.493245271690183|0|83275.0|0
0|2020-02-27|78700.5|0|4574.5|0|5.493245271690183|0|83275.0|0
0|2020-02-28|78700.5|0|4574.5|0|5.493245271690183|0|83275.0|0
0|2020-02-29|78700.5|0|4574.5|0|5.493245271690183|0|83275.0|0
0|2020-03-01|78595.5|0|4614.0|0|5.545039929334992|0|83209.5|0
0|2020-03-02|78595.5|0|4614.0|0|5.545039929334992|0|83209.5|0
0|2020-03-03|78595.5|0|4614.0|0|5.545039929334992|0|83209.5|0
0|2020-03-04|78595.5|0|4614.0|0|5.545039929334992|0|83209.5|0
0|2020-03-05|78595.5|0|4614.0|0|5.545039929334992|0|83209.5|0
0|2020-03-06|78595.5|0|4614.0|0|5.545039929334992|0|83209.5|0
0|2020-03-07|78595.5|0|4614.0|0|5.545039929334992|0|83209.5|0
0|2020-03-08|78595.5|0|4614.0|0|5.545039929334992|0|83209.5|0
0|2020-03-09|78595.5|0|4614.0|0|5.545039929334992|0|83209.5|0
0|2020-03-10|78595.5|0|4614.0|0|5.545039929334992|0|83209.5|0
0|2020-03-11|78595.5|0|4614.0|0|5.545039929334992|0|83209.5|0
0|2020-03-12|78595.5|0|4614.0|0|5.545039929334992|0|83209.5|0
0|2020-03-13|78595.5|0|4614.0|0|5.545039929334992|0|83209.5|0
