|dates|Crawford_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Crawford_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Crawford_Pennsylvania_UnitedStates.Male_Total_Population.data|Crawford_Pennsylvania_UnitedStates.Male_Total_Population.missing|Crawford_Pennsylvania_UnitedStates.Female_Total_Population.data|Crawford_Pennsylvania_UnitedStates.Female_Total_Population.missing|Crawford_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Crawford_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|17503.0|0|41672.0|0|43391.0|0|17584.0|0
