|dates|Estill_Kentucky_UnitedStates.AveragePrecipitationTotal.data|Estill_Kentucky_UnitedStates.AveragePrecipitationTotal.missing|Estill_Kentucky_UnitedStates.AveragePrecipitation.data|Estill_Kentucky_UnitedStates.AveragePrecipitation.missing|Estill_Kentucky_UnitedStates.AverageWindDirection.data|Estill_Kentucky_UnitedStates.AverageWindDirection.missing|Estill_Kentucky_UnitedStates.AverageWindSpeed.data|Estill_Kentucky_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|100|0.0|100|220.54166666666666|0|2.0|0
