|dates|Harney_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Harney_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Harney_Oregon_UnitedStates.Male_Total_Population.data|Harney_Oregon_UnitedStates.Male_Total_Population.missing|Harney_Oregon_UnitedStates.Female_Total_Population.data|Harney_Oregon_UnitedStates.Female_Total_Population.missing|Harney_Oregon_UnitedStates.MaleAndFemale_Under18_Population.data|Harney_Oregon_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1793.0|0|3738.0|0|3591.0|0|1502.0|0
