|dates|McLeod_Minnesota_UnitedStates.BLS_EmployedPopulation.data|McLeod_Minnesota_UnitedStates.BLS_EmployedPopulation.missing|McLeod_Minnesota_UnitedStates.BLS_UnemployedPopulation.data|McLeod_Minnesota_UnitedStates.BLS_UnemployedPopulation.missing|McLeod_Minnesota_UnitedStates.BLS_UnemploymentRate.data|McLeod_Minnesota_UnitedStates.BLS_UnemploymentRate.missing|McLeod_Minnesota_UnitedStates.BLS_LaborForcePopulation.data|McLeod_Minnesota_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|18321.0|0|974.0|0|5.047939880798134|0|19295.0|0
0|2020-01-02|18321.0|0|974.0|0|5.047939880798134|0|19295.0|0
0|2020-01-03|18321.0|0|974.0|0|5.047939880798134|0|19295.0|0
0|2020-01-04|18321.0|0|974.0|0|5.047939880798134|0|19295.0|0
0|2020-01-05|18321.0|0|974.0|0|5.047939880798134|0|19295.0|0
0|2020-01-06|18321.0|0|974.0|0|5.047939880798134|0|19295.0|0
0|2020-01-07|18321.0|0|974.0|0|5.047939880798134|0|19295.0|0
0|2020-01-08|18321.0|0|974.0|0|5.047939880798134|0|19295.0|0
0|2020-01-09|18321.0|0|974.0|0|5.047939880798134|0|19295.0|0
0|2020-01-10|18321.0|0|974.0|0|5.047939880798134|0|19295.0|0
0|2020-01-11|18321.0|0|974.0|0|5.047939880798134|0|19295.0|0
0|2020-01-12|18321.0|0|974.0|0|5.047939880798134|0|19295.0|0
0|2020-01-13|18321.0|0|974.0|0|5.047939880798134|0|19295.0|0
0|2020-01-14|18321.0|0|974.0|0|5.047939880798134|0|19295.0|0
0|2020-01-15|18321.0|0|974.0|0|5.047939880798134|0|19295.0|0
0|2020-01-16|18321.0|0|974.0|0|5.047939880798134|0|19295.0|0
0|2020-01-17|18321.0|0|974.0|0|5.047939880798134|0|19295.0|0
0|2020-01-18|18321.0|0|974.0|0|5.047939880798134|0|19295.0|0
0|2020-01-19|18321.0|0|974.0|0|5.047939880798134|0|19295.0|0
0|2020-01-20|18321.0|0|974.0|0|5.047939880798134|0|19295.0|0
0|2020-01-21|18321.0|0|974.0|0|5.047939880798134|0|19295.0|0
0|2020-01-22|18321.0|0|974.0|0|5.047939880798134|0|19295.0|0
0|2020-01-23|18321.0|0|974.0|0|5.047939880798134|0|19295.0|0
0|2020-01-24|18321.0|0|974.0|0|5.047939880798134|0|19295.0|0
0|2020-01-25|18321.0|0|974.0|0|5.047939880798134|0|19295.0|0
0|2020-01-26|18321.0|0|974.0|0|5.047939880798134|0|19295.0|0
0|2020-01-27|18321.0|0|974.0|0|5.047939880798134|0|19295.0|0
0|2020-01-28|18321.0|0|974.0|0|5.047939880798134|0|19295.0|0
0|2020-01-29|18321.0|0|974.0|0|5.047939880798134|0|19295.0|0
0|2020-01-30|18321.0|0|974.0|0|5.047939880798134|0|19295.0|0
0|2020-01-31|18321.0|0|974.0|0|5.047939880798134|0|19295.0|0
0|2020-02-01|18304.0|0|905.5|0|4.713813477706343|0|19209.5|0
0|2020-02-02|18304.0|0|905.5|0|4.713813477706343|0|19209.5|0
0|2020-02-03|18304.0|0|905.5|0|4.713813477706343|0|19209.5|0
0|2020-02-04|18304.0|0|905.5|0|4.713813477706343|0|19209.5|0
0|2020-02-05|18304.0|0|905.5|0|4.713813477706343|0|19209.5|0
0|2020-02-06|18304.0|0|905.5|0|4.713813477706343|0|19209.5|0
0|2020-02-07|18304.0|0|905.5|0|4.713813477706343|0|19209.5|0
0|2020-02-08|18304.0|0|905.5|0|4.713813477706343|0|19209.5|0
0|2020-02-09|18304.0|0|905.5|0|4.713813477706343|0|19209.5|0
0|2020-02-10|18304.0|0|905.5|0|4.713813477706343|0|19209.5|0
0|2020-02-11|18304.0|0|905.5|0|4.713813477706343|0|19209.5|0
0|2020-02-12|18304.0|0|905.5|0|4.713813477706343|0|19209.5|0
0|2020-02-13|18304.0|0|905.5|0|4.713813477706343|0|19209.5|0
