|dates|Coshocton_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Coshocton_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Coshocton_Ohio_UnitedStates.Male_Total_Population.data|Coshocton_Ohio_UnitedStates.Male_Total_Population.missing|Coshocton_Ohio_UnitedStates.Female_Total_Population.data|Coshocton_Ohio_UnitedStates.Female_Total_Population.missing|Coshocton_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Coshocton_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7131.0|0|18159.0|0|18470.0|0|8685.0|0
