|dates|Tioga_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Tioga_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Tioga_Pennsylvania_UnitedStates.Male_Total_Population.data|Tioga_Pennsylvania_UnitedStates.Male_Total_Population.missing|Tioga_Pennsylvania_UnitedStates.Female_Total_Population.data|Tioga_Pennsylvania_UnitedStates.Female_Total_Population.missing|Tioga_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Tioga_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8983.0|0|20229.0|0|20534.0|0|8140.0|0
