|dates|Ottawa_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ottawa_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ottawa_Michigan_UnitedStates.Male_Total_Population.data|Ottawa_Michigan_UnitedStates.Male_Total_Population.missing|Ottawa_Michigan_UnitedStates.Female_Total_Population.data|Ottawa_Michigan_UnitedStates.Female_Total_Population.missing|Ottawa_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Ottawa_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|43492.0|0|143564.0|0|146930.0|0|69797.0|0
