|dates|HotSprings_Wyoming_UnitedStates.MaleAndFemale_AtLeast65_Population.data|HotSprings_Wyoming_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|HotSprings_Wyoming_UnitedStates.Male_Total_Population.data|HotSprings_Wyoming_UnitedStates.Male_Total_Population.missing|HotSprings_Wyoming_UnitedStates.Female_Total_Population.data|HotSprings_Wyoming_UnitedStates.Female_Total_Population.missing|HotSprings_Wyoming_UnitedStates.MaleAndFemale_Under18_Population.data|HotSprings_Wyoming_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1194.0|0|2298.0|0|2257.0|0|961.0|0
