|dates|Menifee_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Menifee_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Menifee_Kentucky_UnitedStates.Male_Total_Population.data|Menifee_Kentucky_UnitedStates.Male_Total_Population.missing|Menifee_Kentucky_UnitedStates.Female_Total_Population.data|Menifee_Kentucky_UnitedStates.Female_Total_Population.missing|Menifee_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Menifee_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1353.0|0|3281.0|0|3170.0|0|1193.0|0
