|dates|Baca_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Baca_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Baca_Colorado_UnitedStates.Male_Total_Population.data|Baca_Colorado_UnitedStates.Male_Total_Population.missing|Baca_Colorado_UnitedStates.Female_Total_Population.data|Baca_Colorado_UnitedStates.Female_Total_Population.missing|Baca_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Baca_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|886.0|0|1800.0|0|1785.0|0|802.0|0
