|dates|Harrison_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Harrison_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Harrison_Kentucky_UnitedStates.Male_Total_Population.data|Harrison_Kentucky_UnitedStates.Male_Total_Population.missing|Harrison_Kentucky_UnitedStates.Female_Total_Population.data|Harrison_Kentucky_UnitedStates.Female_Total_Population.missing|Harrison_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Harrison_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3298.0|0|9228.0|0|9550.0|0|4228.0|0
