|dates|Lucas_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lucas_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lucas_Ohio_UnitedStates.Male_Total_Population.data|Lucas_Ohio_UnitedStates.Male_Total_Population.missing|Lucas_Ohio_UnitedStates.Female_Total_Population.data|Lucas_Ohio_UnitedStates.Female_Total_Population.missing|Lucas_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Lucas_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|70047.0|0|208402.0|0|221497.0|0|98562.0|0
