|dates|Burnet_Texas_UnitedStates.BLS_EmployedPopulation.data|Burnet_Texas_UnitedStates.BLS_EmployedPopulation.missing|Burnet_Texas_UnitedStates.BLS_UnemployedPopulation.data|Burnet_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Burnet_Texas_UnitedStates.BLS_UnemploymentRate.data|Burnet_Texas_UnitedStates.BLS_UnemploymentRate.missing|Burnet_Texas_UnitedStates.BLS_LaborForcePopulation.data|Burnet_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|23046.0|0|664.0|0|2.8005061155630537|0|23710.0|0
0|2020-01-02|23046.0|0|664.0|0|2.8005061155630537|0|23710.0|0
0|2020-01-03|23046.0|0|664.0|0|2.8005061155630537|0|23710.0|0
0|2020-01-04|23046.0|0|664.0|0|2.8005061155630537|0|23710.0|0
0|2020-01-05|23046.0|0|664.0|0|2.8005061155630537|0|23710.0|0
0|2020-01-06|23046.0|0|664.0|0|2.8005061155630537|0|23710.0|0
0|2020-01-07|23046.0|0|664.0|0|2.8005061155630537|0|23710.0|0
0|2020-01-08|23046.0|0|664.0|0|2.8005061155630537|0|23710.0|0
0|2020-01-09|23046.0|0|664.0|0|2.8005061155630537|0|23710.0|0
0|2020-01-10|23046.0|0|664.0|0|2.8005061155630537|0|23710.0|0
0|2020-01-11|23046.0|0|664.0|0|2.8005061155630537|0|23710.0|0
0|2020-01-12|23046.0|0|664.0|0|2.8005061155630537|0|23710.0|0
0|2020-01-13|23046.0|0|664.0|0|2.8005061155630537|0|23710.0|0
0|2020-01-14|23046.0|0|664.0|0|2.8005061155630537|0|23710.0|0
0|2020-01-15|23046.0|0|664.0|0|2.8005061155630537|0|23710.0|0
0|2020-01-16|23046.0|0|664.0|0|2.8005061155630537|0|23710.0|0
0|2020-01-17|23046.0|0|664.0|0|2.8005061155630537|0|23710.0|0
0|2020-01-18|23046.0|0|664.0|0|2.8005061155630537|0|23710.0|0
0|2020-01-19|23046.0|0|664.0|0|2.8005061155630537|0|23710.0|0
0|2020-01-20|23046.0|0|664.0|0|2.8005061155630537|0|23710.0|0
0|2020-01-21|23046.0|0|664.0|0|2.8005061155630537|0|23710.0|0
0|2020-01-22|23046.0|0|664.0|0|2.8005061155630537|0|23710.0|0
0|2020-01-23|23046.0|0|664.0|0|2.8005061155630537|0|23710.0|0
0|2020-01-24|23046.0|0|664.0|0|2.8005061155630537|0|23710.0|0
0|2020-01-25|23046.0|0|664.0|0|2.8005061155630537|0|23710.0|0
