|dates|Bibb_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bibb_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bibb_Georgia_UnitedStates.Male_Total_Population.data|Bibb_Georgia_UnitedStates.Male_Total_Population.missing|Bibb_Georgia_UnitedStates.Female_Total_Population.data|Bibb_Georgia_UnitedStates.Female_Total_Population.missing|Bibb_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Bibb_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|23876.0|0|71847.0|0|81248.0|0|37623.0|0
