|dates|RockIsland_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|RockIsland_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|RockIsland_Illinois_UnitedStates.Male_Total_Population.data|RockIsland_Illinois_UnitedStates.Male_Total_Population.missing|RockIsland_Illinois_UnitedStates.Female_Total_Population.data|RockIsland_Illinois_UnitedStates.Female_Total_Population.missing|RockIsland_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|RockIsland_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|27672.0|0|70680.0|0|72797.0|0|31963.0|0
