|dates|Fulton_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Fulton_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Fulton_Arkansas_UnitedStates.Male_Total_Population.data|Fulton_Arkansas_UnitedStates.Male_Total_Population.missing|Fulton_Arkansas_UnitedStates.Female_Total_Population.data|Fulton_Arkansas_UnitedStates.Female_Total_Population.missing|Fulton_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Fulton_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3221.0|0|6021.0|0|6248.0|0|2521.0|0
