|dates|Thomas_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Thomas_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Thomas_Nebraska_UnitedStates.Male_Total_Population.data|Thomas_Nebraska_UnitedStates.Male_Total_Population.missing|Thomas_Nebraska_UnitedStates.Female_Total_Population.data|Thomas_Nebraska_UnitedStates.Female_Total_Population.missing|Thomas_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Thomas_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|187.0|0|370.0|0|350.0|0|172.0|0
