|dates|Smith_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Smith_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Smith_Kansas_UnitedStates.Male_Total_Population.data|Smith_Kansas_UnitedStates.Male_Total_Population.missing|Smith_Kansas_UnitedStates.Female_Total_Population.data|Smith_Kansas_UnitedStates.Female_Total_Population.missing|Smith_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Smith_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|997.0|0|1792.0|0|1811.0|0|734.0|0
