|dates|Franklin_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Franklin_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Franklin_Kansas_UnitedStates.Male_Total_Population.data|Franklin_Kansas_UnitedStates.Male_Total_Population.missing|Franklin_Kansas_UnitedStates.Female_Total_Population.data|Franklin_Kansas_UnitedStates.Female_Total_Population.missing|Franklin_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Franklin_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4262.0|0|12785.0|0|12846.0|0|6090.0|0
