|dates|Saline_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Saline_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Saline_Arkansas_UnitedStates.Male_Total_Population.data|Saline_Arkansas_UnitedStates.Male_Total_Population.missing|Saline_Arkansas_UnitedStates.Female_Total_Population.data|Saline_Arkansas_UnitedStates.Female_Total_Population.missing|Saline_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Saline_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|21564.0|0|59489.0|0|61932.0|0|28223.0|0
