|dates|White_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|White_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|White_Tennessee_UnitedStates.Male_Total_Population.data|White_Tennessee_UnitedStates.Male_Total_Population.missing|White_Tennessee_UnitedStates.Female_Total_Population.data|White_Tennessee_UnitedStates.Female_Total_Population.missing|White_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|White_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5494.0|0|13262.0|0|13845.0|0|5931.0|0
